Date,Time,Away Team,Home Team,Channel
12/20/2025,3:00 PM,BYU,UCF,ESPN+
12/20/2025,3:00 PM,DePaul,Creighton,ESPN+
12/20/2025,3:00 PM,Vermont,Drexel,FloHoops
12/20/2025,3:00 PM,Ferrum College,North Carolina A&T,FloHoops
12/20/2025,4:00 PM,Mississippi Valley State,UAB,TV data unavailable
12/20/2025,4:00 PM,Middle Tennessee,Wichita State,TV data unavailable
12/20/2025,4:00 PM,Houston Christian,Rice,TV data unavailable
12/20/2025,4:00 PM,Duke,Belmont,TV data unavailable
12/20/2025,4:30 PM,VCU,Penn State,TV data unavailable
12/20/2025,6:00 PM,Long Beach State,UCLA,B1G+
12/20/2025,6:00 PM,Kansas State,TCU,ESPN+
